fid,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel
526111,"1085746248",5122,residential,,,B,0,0,F,F
526112,"1085746249",5122,residential,,,B,0,0,F,F
526113,"1085746250",5122,residential,,,B,0,0,F,F
526114,"1085746251",5122,residential,,,B,0,0,F,F
526115,"1085746252",5122,residential,,,B,0,0,F,F
526116,"1085746253",5122,residential,,,B,0,0,F,F
526117,"1085746254",5122,residential,,,B,0,0,F,F
526118,"1085746459",5121,unclassified,,,B,0,0,F,F
526119,"1085746460",5122,residential,,,B,0,0,F,F
526120,"1085750785",5122,residential,,,B,0,0,F,F
526121,"1085750786",5122,residential,,,B,0,0,F,F
526122,"1085750787",5122,residential,,,B,0,0,F,F
526123,"1085750788",5122,residential,,,B,0,0,F,F
526124,"1085750789",5122,residential,,,B,0,0,F,F
526125,"1085750790",5141,service,,,B,0,0,F,F
526126,"1085750791",5154,path,,,B,0,0,F,F
526127,"1085750792",5122,residential,,,B,0,0,F,F
526128,"1085750793",5122,residential,,,B,0,0,F,F
526302,"1086403554",5153,footway,,,B,0,0,F,F
526303,"1086403555",5153,footway,,,B,0,0,F,F
526304,"1086403556",5153,footway,,,B,0,0,F,F
526305,"1086403557",5153,footway,,,B,0,0,F,F
526306,"1086403558",5153,footway,,,B,0,0,F,F
526307,"1086403559",5153,footway,,,B,0,0,F,F
526308,"1086403560",5153,footway,,,B,0,0,F,F
526309,"1086403561",5153,footway,,,B,0,0,F,F
526310,"1086403563",5155,steps,,,B,0,0,F,F
526311,"1086403566",5155,steps,,,B,0,0,F,F
526312,"1086407920",5153,footway,,,B,0,0,F,F
526313,"1086407921",5155,steps,,,B,0,0,F,F
526338,"1086585870",5122,residential,,,B,0,0,F,F
526339,"1086585871",5122,residential,,,B,0,0,F,F
526340,"1086585872",5122,residential,,,B,0,0,F,F
526341,"1086585873",5122,residential,,,B,0,0,F,F
526342,"1086585874",5122,residential,,,B,0,0,F,F
526343,"1086585875",5122,residential,,,B,0,0,F,F
526344,"1086585876",5122,residential,,,B,0,0,F,F
526345,"1086585877",5122,residential,,,B,0,0,F,F
526346,"1086585878",5122,residential,,,B,0,0,F,F
526347,"1086585879",5122,residential,,,B,0,0,F,F
526348,"1086585880",5122,residential,,,B,0,0,F,F
526349,"1086585881",5122,residential,,,B,0,0,F,F
526350,"1086585882",5122,residential,,,B,0,0,F,F
526387,"1086735993",5122,residential,,,B,0,0,F,F
526389,"1086737113",5122,residential,,,B,0,0,F,F
526503,"1087121097",5122,residential,,,B,0,0,F,F
526504,"1087121098",5122,residential,Hindunagar ma Sundarnagar Marg,,B,0,0,F,F
526505,"1087121099",5122,residential,Hindunagar ko Amrit Marg,,B,0,0,F,F
526506,"1087121100",5122,residential,,,B,0,0,F,F
526507,"1087121101",5122,residential,Kundole-Hindunagar Road,,B,0,0,F,F
526508,"1087121102",5122,residential,,,B,0,0,F,F
526509,"1087121103",5122,residential,,,B,0,0,F,F
526515,"1087122902",5122,residential,,,B,0,0,F,F
526516,"1087122903",5122,residential,Hindunagar Kalasha Marg,,B,0,0,F,F
526517,"1087122904",5122,residential,Hindunagar Kalasha Marg,,B,0,1,T,F
526518,"1087122905",5122,residential,,,B,0,0,F,F
526519,"1087122906",5122,residential,,,B,0,0,F,F
526520,"1087122907",5122,residential,,,B,0,0,F,F
526521,"1087122908",5122,residential,Hindunagar Ganesh Mandir Marg,,B,0,0,F,F
526522,"1087122909",5122,residential,,,B,0,0,F,F
526523,"1087122910",5122,residential,,,B,0,0,F,F
526524,"1087122911",5122,residential,,,B,0,0,F,F
526525,"1087122912",5122,residential,Hindunagar Byang Ganesh Marg,,B,0,0,F,F
526526,"1087122913",5122,residential,,,B,0,0,F,F
526527,"1087122914",5122,residential,,,B,0,0,F,F
526528,"1087122916",5122,residential,Hindunagar Kalasha Marg,,B,0,0,F,F
526529,"1087122917",5122,residential,,,B,0,0,F,F
526559,"1087149643",5115,tertiary,आनन्दनगर मार्ग,F83,B,0,0,F,F
526574,"1087173548",5122,residential,,,B,0,0,F,F
526575,"1087173549",5122,residential,Tharlam Gompa road,,B,0,0,F,F
526576,"1087173550",5122,residential,Tharlam Gompa road,,B,0,0,F,F
526577,"1087175465",5122,residential,,,B,0,0,F,F
526578,"1087175466",5122,residential,,,B,0,0,F,F
526579,"1087175467",5122,residential,,,B,0,0,F,F
526580,"1087175469",5122,residential,,,B,0,0,F,F
526581,"1087175470",5122,residential,,,B,0,0,F,F
526582,"1087175471",5122,residential,,,B,0,0,F,F
526604,"1087284531",5142,track,,,B,0,0,F,F
526642,"1087606648",5141,service,,,B,0,0,F,F
526643,"1087606649",5153,footway,,,B,0,0,F,F
526644,"1087606650",5153,footway,,,B,0,0,F,F
526645,"1087606651",5153,footway,,,B,0,0,F,F
526650,"1087696093",5122,residential,,,B,0,0,F,F
526651,"1087707983",5121,unclassified,,,B,0,0,F,F
526741,"1088202132",5154,path,,,B,0,0,F,F
526818,"1088448311",5122,residential,,,B,0,0,F,F
526844,"1088712585",5141,service,,,B,0,0,F,F
526845,"1088712586",5122,residential,,,B,0,0,F,F
526846,"1088712587",5122,residential,,,B,0,0,F,F
526847,"1088712588",5122,residential,,,B,0,0,F,F
526848,"1088712589",5122,residential,,,B,0,0,F,F
526849,"1088712590",5122,residential,,,B,0,0,F,F
526850,"1088712591",5122,residential,,,B,0,0,F,F
526851,"1088712593",5154,path,,,B,0,0,F,F
526852,"1088712594",5122,residential,,,B,0,0,F,F
526853,"1088712595",5155,steps,,,B,0,0,F,F
526854,"1088712596",5122,residential,,,B,0,0,F,F
526855,"1088712597",5122,residential,,,B,0,0,F,F
526862,"1088737626",5122,residential,,,B,0,0,F,F
526863,"1088737627",5122,residential,,,B,0,0,F,F
526864,"1088737628",5122,residential,,,B,0,0,F,F
526865,"1088737631",5122,residential,,,B,0,0,F,F
526866,"1088737635",5122,residential,,,B,0,0,F,F
526867,"1088737636",5122,residential,,,B,0,0,F,F
526868,"1088737637",5122,residential,,,B,0,0,F,F
526869,"1088737639",5122,residential,,,B,0,0,F,F
526870,"1088737643",5122,residential,,,B,0,0,F,F
526871,"1088737644",5122,residential,,,B,0,0,F,F
526999,"1089403203",5122,residential,,,B,0,0,F,F
527000,"1089403210",5154,path,,,B,0,0,F,F
527242,"1090142364",5122,residential,,,B,0,0,F,F
527243,"1090142365",5122,residential,,,B,0,0,F,F
527244,"1090142366",5122,residential,,,B,0,0,F,F
527252,"1090210844",5122,residential,,,B,0,0,F,F
527253,"1090210845",5154,path,,,B,0,0,F,F
527254,"1090210846",5122,residential,,,B,0,0,F,F
527255,"1090210847",5122,residential,,,B,0,0,F,F
527256,"1090210848",5122,residential,,,B,0,0,F,F
527257,"1090210849",5122,residential,,,B,0,0,F,F
527258,"1090210850",5122,residential,,,B,0,0,F,F
527259,"1090210851",5122,residential,,,B,0,1,T,F
527260,"1090210852",5122,residential,,,B,0,0,F,F
527261,"1090210853",5122,residential,,,B,0,0,F,F
527262,"1090210854",5122,residential,,,B,0,0,F,F
527263,"1090210855",5122,residential,,,B,0,0,F,F
527264,"1090210856",5122,residential,,,B,0,0,F,F
527354,"1090371382",5122,residential,,,B,0,0,F,F
527355,"1090371383",5122,residential,,,B,0,0,F,F
527356,"1090371384",5122,residential,,,B,0,0,F,F
527357,"1090371385",5122,residential,,,B,0,0,F,F
527358,"1090371386",5122,residential,,,B,0,0,F,F
527359,"1090372505",5122,residential,,,B,0,0,F,F
527360,"1090372506",5122,residential,,,B,0,0,F,F
527361,"1090372507",5122,residential,,,B,0,0,F,F
527362,"1090372508",5122,residential,,,B,0,0,F,F
527363,"1090388419",5122,residential,,,B,0,0,F,F
527364,"1090388420",5122,residential,,,B,0,0,F,F
527365,"1090388421",5122,residential,,,B,0,0,F,F
527366,"1090388422",5123,living_street,,,B,0,0,F,F
527367,"1090388423",5122,residential,,,B,0,0,F,F
527368,"1090392738",5115,tertiary,"Nilo Pul, Rudramati",,B,0,1,T,F
527428,"1090785518",5141,service,,,B,10,0,F,F
527429,"1090788060",5114,secondary,,,B,0,0,F,F
527430,"1090806798",5153,footway,,,B,0,0,F,F
527431,"1090806799",5153,footway,,,B,0,0,F,F
527432,"1090806800",5153,footway,,,B,0,0,F,F
527433,"1090806801",5153,footway,,,B,0,0,F,F
527434,"1090806802",5153,footway,,,B,0,0,F,F
527435,"1090806803",5153,footway,,,B,0,0,F,F
527436,"1090806806",5153,footway,,,B,0,0,F,F
527437,"1090806807",5153,footway,,,B,0,0,F,F
527438,"1090806808",5153,footway,,,B,0,0,F,F
527439,"1090806809",5153,footway,,,B,0,0,F,F
527440,"1090806810",5153,footway,,,B,0,0,F,F
527441,"1090806811",5153,footway,,,B,0,0,F,F
527442,"1090806812",5153,footway,,,B,0,0,F,F
527443,"1090806813",5153,footway,,,B,0,0,F,F
527444,"1090806814",5153,footway,,,B,0,0,F,F
527445,"1090806815",5153,footway,,,B,0,2,T,F
527446,"1090806816",5154,path,,,B,0,0,F,F
527447,"1090806817",5153,footway,,,B,0,0,F,F
527448,"1090806818",5153,footway,,,B,0,0,F,F
527449,"1090806819",5153,footway,,,B,0,0,F,F
527450,"1090806820",5153,footway,,,B,0,0,F,F
527451,"1090806821",5153,footway,,,B,0,0,F,F
527452,"1090806822",5153,footway,,,B,0,0,F,F
527453,"1090806823",5153,footway,,,B,0,0,F,F
527454,"1090806824",5153,footway,,,B,0,0,F,F
527455,"1090806825",5153,footway,,,B,0,0,F,F
527456,"1090806826",5122,residential,,,B,0,0,F,F
527457,"1090806827",5122,residential,,,B,0,0,F,F
527458,"1090806828",5155,steps,,,B,0,1,F,F
527459,"1090806829",5153,footway,,,B,0,0,F,F
527460,"1090806830",5153,footway,,,B,0,0,F,F
527462,"1090811371",5113,primary,,,F,0,0,F,F
527463,"1090811372",5122,residential,Shri Shanta Marg,,B,0,0,F,F
527464,"1090811373",5113,primary,,,F,0,0,F,F
527465,"1090811374",5153,footway,,,B,0,0,F,F
527466,"1090811375",5155,steps,,,B,0,0,F,F
527467,"1090811376",5153,footway,,,B,0,0,F,F
527468,"1090811377",5153,footway,,,B,0,1,T,F
527469,"1090811378",5153,footway,,,B,0,0,F,F
527470,"1090811379",5155,steps,,,B,0,0,F,F
527471,"1090811380",5153,footway,,,B,0,0,F,F
527472,"1090811381",5153,footway,,,B,0,0,F,F
527473,"1090820447",5112,trunk,Kathmandu Ringroad,NH39,F,0,-1,F,T
527474,"1090820448",5112,trunk,कलंकी,NH41,B,30,0,F,F
527475,"1090820449",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527476,"1090820450",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527477,"1090820451",5112,trunk,Kathmandu Ringroad,NH39,F,0,-1,F,T
527478,"1090820453",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527479,"1090820454",5112,trunk,Kathmandu Ringroad,NH39,F,0,1,T,F
527480,"1090820456",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527481,"1090820457",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527482,"1090820458",5153,footway,,,B,0,0,F,F
527483,"1090820459",5153,footway,,,B,0,0,F,F
527541,"1090937069",5122,residential,,,B,0,0,F,F
527542,"1090937070",5122,residential,,,B,0,0,F,F
527543,"1090937071",5122,residential,,,B,0,0,F,F
527544,"1090937072",5122,residential,,,B,0,0,F,F
527549,"1090948922",5141,service,,,B,0,0,F,F
527550,"1090948923",5141,service,,,B,0,0,F,F
527551,"1090948924",5141,service,,,B,0,0,F,F
527552,"1090948925",5141,service,,,B,0,0,F,F
527553,"1090948926",5122,residential,,,B,0,0,F,F
527559,"1090992807",5114,secondary,नया बानेश्वर सडक,,B,0,0,F,F
527560,"1090992808",5115,tertiary,भक्तथापा रोड,,B,0,0,F,F
527561,"1090992810",5153,footway,,,B,0,-1,F,F
527562,"1090992811",5114,secondary,जनता मार्ग,,F,0,0,F,F
527563,"1090992812",5114,secondary,जनता मार्ग,,B,0,0,F,F
527564,"1090992813",5153,footway,,,B,0,0,F,F
527565,"1090992814",5124,pedestrian,,,B,0,0,F,F
527566,"1090992815",5154,path,,,B,0,0,F,F
527567,"1090992816",5154,path,,,B,0,0,F,F
527568,"1090992817",5154,path,,,B,0,0,F,F
527569,"1090992818",5154,path,,,B,0,0,F,F
527570,"1090992819",5154,path,,,B,0,0,F,F
527571,"1090992820",5153,footway,,,B,0,0,F,F
527572,"1090992821",5154,path,,,B,0,0,F,F
527573,"1090992822",5154,path,,,B,0,0,F,F
527574,"1090992823",5154,path,,,B,0,0,F,F
527575,"1090992824",5155,steps,,,B,0,0,F,F
527576,"1090992825",5155,steps,,,B,0,0,F,F
527577,"1090992829",5124,pedestrian,,,B,0,0,F,F
527578,"1091000035",5141,service,,,B,0,0,F,F
527579,"1091000038",5141,service,,,B,0,0,F,F
527580,"1091000039",5122,residential,,,B,0,0,F,F
527581,"1091000040",5141,service,,,B,0,0,F,F
527582,"1091000041",5121,unclassified,,,B,0,0,F,F
527583,"1091000042",5153,footway,,,B,0,0,F,F
527584,"1091000043",5153,footway,,,B,0,0,F,F
527585,"1091000045",5155,steps,,,B,0,1,F,F
527586,"1091000046",5155,steps,,,B,0,0,F,F
527587,"1091000047",5153,footway,,,B,0,1,T,F
527588,"1091000048",5153,footway,,,B,0,0,F,F
527589,"1091000049",5153,footway,,,B,0,-1,F,F
527590,"1091000050",5153,footway,,,B,0,0,F,F
527591,"1091000051",5154,path,,,B,0,0,F,F
527592,"1091000052",5153,footway,,,B,0,0,F,F
527596,"1091006161",5153,footway,,,B,0,0,F,F
527597,"1091006162",5154,path,,,B,0,-1,F,F
527598,"1091006163",5154,path,,,B,0,0,F,F
527599,"1091006164",5153,footway,,,B,0,1,T,F
527600,"1091006165",5154,path,,,B,0,0,F,F
527601,"1091006166",5153,footway,,,B,0,0,F,F
527602,"1091006167",5153,footway,,,B,0,-1,F,F
527603,"1091006168",5153,footway,,,B,0,-1,F,F
527604,"1091006169",5154,path,,,B,0,0,F,F
527605,"1091006170",5153,footway,,,B,0,0,F,F
527606,"1091006172",5153,footway,,,B,0,0,F,F
527607,"1091006173",5115,tertiary,Ring Road,,F,40,0,F,F
527608,"1091006174",5153,footway,,,B,0,0,F,F
527609,"1091006175",5153,footway,,,B,0,0,F,F
527610,"1091006176",5153,footway,,,B,0,0,F,F
527611,"1091006177",5122,residential,Aditi Marg,,B,0,0,F,F
527612,"1091006179",5112,trunk,मदन भण्डारी पथ,NH34,F,0,0,F,F
527613,"1091006180",5153,footway,,,B,0,0,F,F
527614,"1091006182",5153,footway,,,B,0,0,F,F
527615,"1091006183",5153,footway,,,B,0,0,F,F
527616,"1091006184",5153,footway,,,B,0,0,F,F
527617,"1091006185",5153,footway,,,B,0,0,F,F
527618,"1091006186",5154,path,,,B,0,0,F,F
527619,"1091006187",5153,footway,,,B,0,0,F,F
527620,"1091006188",5153,footway,,,B,0,0,F,F
527621,"1091006189",5155,steps,,,B,0,0,F,F
527622,"1091006190",5153,footway,,,B,0,0,F,F
527623,"1091006193",5155,steps,,,B,0,0,F,F
527624,"1091006194",5153,footway,,,B,0,1,T,F
527625,"1091006196",5153,footway,,,B,0,1,T,F
527626,"1091006197",5153,footway,,,B,0,0,F,F
527671,"1091204050",5141,service,,,B,0,0,F,F
527672,"1091204051",5141,service,,,B,0,0,F,F
527673,"1091204052",5141,service,,,B,0,0,F,F
527674,"1091204053",5141,service,,,B,0,0,F,F
527684,"1091282824",5122,residential,,,B,0,0,F,F
527706,"1091658633",5122,residential,,,B,0,0,F,F
527707,"1091658634",5114,secondary,,,B,0,0,F,F
527708,"1091658637",5153,footway,,,B,0,0,F,F
527709,"1091658638",5153,footway,,,B,0,0,F,F
527710,"1091658641",5113,primary,,,F,50,0,F,F
527711,"1091658643",5122,residential,,,B,0,0,F,F
527712,"1091658644",5114,secondary,मङ्गलबजारदेखि ग्वारकोसम्म,,B,0,0,F,F
527713,"1091658645",5113,primary,,,F,0,0,F,F
527714,"1091658646",5113,primary,,,F,50,0,F,F
527715,"1091658648",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527716,"1091658651",5113,primary,,,F,0,0,F,F
527717,"1091658652",5113,primary,,,F,0,0,F,F
527718,"1091658654",5113,primary,,,F,0,0,F,F
527719,"1091658655",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527723,"1091751998",5122,residential,Sub way,,B,0,0,F,F
527724,"1091752341",5122,residential,Residential Road,,B,20,0,F,F
527736,"1091757078",5122,residential,,,B,0,0,F,F
527741,"1091759594",5153,footway,,,B,0,0,F,F
527742,"1091759595",5141,service,,,B,0,0,F,F
527743,"1091759596",5122,residential,,,B,0,0,F,F
527744,"1091759597",5154,path,,,B,0,0,F,F
527745,"1091759598",5122,residential,,,B,0,0,F,F
527746,"1091759599",5122,residential,,,B,0,0,F,F
527747,"1091759600",5122,residential,,,B,0,0,F,F
527748,"1091759601",5141,service,,,B,0,0,F,F
527749,"1091759602",5122,residential,,,B,0,0,F,F
527754,"1091762198",5122,residential,,,B,0,0,F,F
527755,"1091762199",5122,residential,,,B,0,0,F,F
527756,"1091762200",5122,residential,,,B,0,0,F,F
527757,"1091762201",5122,residential,,,B,0,0,F,F
527758,"1091762202",5122,residential,,,B,0,0,F,F
527759,"1091762203",5122,residential,,,B,0,0,F,F
527760,"1091762204",5122,residential,,,B,0,0,F,F
527761,"1091762205",5122,residential,,,B,0,0,F,F
527762,"1091762206",5122,residential,,,B,0,0,F,F
527763,"1091762207",5122,residential,,,B,0,0,F,F
527764,"1091762208",5122,residential,,,B,0,0,F,F
527765,"1091762209",5122,residential,,,B,0,0,F,F
527766,"1091762211",5122,residential,,,B,0,0,F,F
527767,"1091762212",5122,residential,,,B,0,0,F,F
527768,"1091762213",5153,footway,,,B,0,0,F,F
527769,"1091762214",5153,footway,,,B,0,0,F,F
527775,"1091762528",5122,residential,,,B,0,0,F,F
527776,"1091762529",5141,service,,,F,0,0,F,F
527783,"1091781353",5141,service,,,B,0,0,F,F
527784,"1091781354",5141,service,,,B,0,0,F,F
527785,"1091781355",5141,service,,,B,0,0,F,F
527786,"1091781356",5122,residential,,,B,0,0,F,F
527787,"1091781357",5122,residential,,,B,0,0,F,F
527788,"1091781358",5122,residential,,,B,0,0,F,F
527789,"1091781359",5154,path,,,B,0,0,F,F
527790,"1091781361",5122,residential,,,B,0,0,F,F
527791,"1091781362",5122,residential,,,B,0,0,F,F
527792,"1091781364",5122,residential,,,B,0,0,F,F
527793,"1091781365",5122,residential,,,B,0,0,F,F
527794,"1091781366",5122,residential,,,B,0,0,F,F
527795,"1091781367",5122,residential,,,B,0,0,F,F
527797,"1091783225",5122,residential,,,B,0,0,F,F
527798,"1091783226",5122,residential,,,B,0,0,F,F
527799,"1091783228",5122,residential,,,B,0,0,F,F
527800,"1091783230",5122,residential,,,B,0,0,F,F
527801,"1091783231",5122,residential,,,B,0,0,F,F
527802,"1091783232",5122,residential,,,B,0,0,F,F
527803,"1091783233",5122,residential,,,B,0,0,F,F
527804,"1091783234",5122,residential,,,B,0,0,F,F
527805,"1091783235",5122,residential,,,B,0,0,F,F
527806,"1091783236",5122,residential,,,B,0,0,F,F
527807,"1091783237",5122,residential,,,B,0,0,F,F
527808,"1091783238",5122,residential,,,B,0,0,F,F
527809,"1091783239",5122,residential,,,B,0,0,F,F
527810,"1091783240",5122,residential,,,B,0,0,F,F
527811,"1091783242",5122,residential,,,B,0,0,F,F
527812,"1091783243",5122,residential,,,B,0,0,F,F
527813,"1091783244",5122,residential,,,B,0,0,F,F
527814,"1091783245",5122,residential,,,B,0,0,F,F
527815,"1091783246",5122,residential,,,B,0,0,F,F
527816,"1091783248",5122,residential,,,B,0,0,F,F
527817,"1091783249",5122,residential,,,B,0,0,F,F
527818,"1091783250",5122,residential,,,B,0,0,F,F
527827,"1091822132",5122,residential,,,B,0,0,F,F
527828,"1091822134",5115,tertiary,,,F,0,0,F,F
527843,"1091852380",5122,residential,,,B,0,0,F,F
527849,"1091877739",5122,residential,,,B,0,0,F,F
527850,"1091877740",5122,residential,,,B,0,0,F,F
527851,"1091877741",5122,residential,,,B,0,0,F,F
527852,"1091877742",5113,primary,,,F,0,0,F,F
527853,"1091877743",5112,trunk,Kathmandu Ringroad,NH39,F,0,0,F,F
527854,"1091877744",5113,primary,,,F,0,0,F,F
527855,"1091877747",5113,primary,,,F,0,0,F,F
527856,"1091877748",5113,primary,,,F,0,0,F,F
527857,"1091877749",5113,primary,,,F,0,1,T,F
527858,"1091877750",5115,tertiary,,,B,0,0,F,F
527859,"1091877752",5133,primary_link,,,B,0,0,F,F
527860,"1091877753",5133,primary_link,,,B,0,0,F,F
527861,"1091877755",5122,residential,,,B,0,0,F,F
527862,"1091877756",5113,primary,,,F,0,0,F,F
527863,"1091877757",5113,primary,,,F,0,0,F,F
527864,"1091877758",5113,primary,,,F,0,0,F,F
527865,"1091877759",5122,residential,Madan Nagar Marg,,B,0,0,F,F
527866,"1091877760",5113,primary,,,F,0,0,F,F
527867,"1091877762",5113,primary,,,F,0,0,F,F
527868,"1091877763",5113,primary,,,F,0,0,F,F
527869,"1091877764",5113,primary,,,F,0,0,F,F
527870,"1091877765",5122,residential,,,B,0,0,F,F
527871,"1091877766",5122,residential,,,B,0,0,F,F
527872,"1091877767",5122,residential,,,B,0,-1,F,F
527873,"1091877768",5122,residential,,,B,0,0,F,F
527874,"1091877769",5132,trunk_link,,,B,0,0,F,F
527875,"1091877770",5112,trunk,Kathmandu Ringroad,NH39,B,0,0,F,F
527876,"1091883810",5154,path,,,B,0,0,F,F
527877,"1091883811",5154,path,,,B,0,0,F,F
527878,"1091883813",5141,service,,,B,0,0,F,F
527879,"1091883817",5141,service,,,B,0,0,F,F
527880,"1091883818",5154,path,,,B,0,0,F,F
527881,"1091883819",5154,path,,,B,0,0,F,F
527882,"1091883820",5154,path,,,B,0,0,F,F
527883,"1091883822",5154,path,,,B,0,0,F,F
527884,"1091883823",5154,path,,,B,0,0,F,F
527885,"1091883824",5154,path,,,B,0,0,F,F
527886,"1091886247",5154,path,,,B,0,0,F,F
527909,"1092015229",5122,residential,,,B,0,0,F,F
527910,"1092015230",5122,residential,संकटमोचन मार्ग,,B,0,0,F,F
527911,"1092015231",5141,service,,,B,0,0,F,F
527912,"1092015232",5122,residential,,,B,0,0,F,F
527913,"1092015233",5122,residential,,,B,0,0,F,F
527914,"1092015234",5122,residential,,,B,0,0,F,F
527924,"1092035217",5122,residential,,,B,0,0,F,F
527925,"1092035218",5122,residential,,,B,0,0,F,F
527926,"1092035219",5122,residential,,,B,0,0,F,F
527927,"1092035220",5122,residential,,,B,0,0,F,F
527928,"1092035221",5122,residential,,,B,0,0,F,F
527930,"1092037708",5141,service,,,B,0,0,F,F
527931,"1092037709",5141,service,,,B,0,0,F,F
527932,"1092037710",5141,service,,,B,0,0,F,F
527933,"1092037711",5122,residential,,,B,0,0,F,F
527935,"1092040724",5122,residential,,,B,0,0,F,F
527936,"1092040725",5122,residential,,,B,0,0,F,F
527937,"1092040726",5122,residential,,,B,0,0,F,F
527938,"1092040727",5122,residential,,,B,0,0,F,F
527939,"1092040728",5122,residential,,,B,0,0,F,F
527940,"1092040729",5122,residential,,,B,0,0,F,F
527942,"1092043259",5122,residential,,,B,0,0,F,F
527943,"1092043260",5122,residential,,,B,0,0,F,F
527944,"1092043261",5122,residential,,,B,0,0,F,F
527945,"1092043262",5122,residential,,,B,0,0,F,F
527946,"1092043263",5122,residential,,,B,0,0,F,F
527947,"1092043264",5122,residential,,,B,0,0,F,F
527948,"1092043265",5122,residential,,,B,0,0,F,F
527949,"1092044538",5122,residential,,,B,0,0,F,F
527950,"1092044539",5122,residential,,,B,0,0,F,F
527951,"1092049444",5122,residential,,,B,0,0,F,F
527952,"1092049445",5122,residential,,,B,0,0,F,F
527953,"1092049446",5122,residential,,,B,0,0,F,F
527954,"1092049447",5122,residential,,,B,0,0,F,F
527955,"1092049448",5122,residential,,,B,0,0,F,F
527956,"1092050956",5122,residential,,,B,0,0,F,F
527958,"1092053895",5122,residential,,,B,0,0,F,F
527959,"1092053898",5141,service,,,B,0,0,F,F
527960,"1092053899",5141,service,,,B,0,0,F,F
527963,"1092058158",5122,residential,,,B,0,0,F,F
527964,"1092058159",5122,residential,,,B,0,0,F,F
527965,"1092058160",5122,residential,,,B,0,0,F,F
527966,"1092058161",5122,residential,,,B,0,0,F,F
527967,"1092058162",5122,residential,,,B,0,0,F,F
527968,"1092058163",5141,service,,,B,0,0,F,F
527969,"1092058164",5141,service,,,B,0,0,F,F
527970,"1092058165",5122,residential,,,B,0,0,F,F
527971,"1092058166",5122,residential,,,B,0,0,F,F
527972,"1092058167",5122,residential,,,B,0,0,F,F
527979,"1092092816",5153,footway,,,B,0,0,F,F
527980,"1092107732",5122,residential,amritnagar,,B,20,0,F,F
527981,"1092107733",5122,residential,Amritnagar,,B,20,0,F,F
527982,"1092107734",5122,residential,Amritnagar,,B,20,0,F,F
527983,"1092107735",5122,residential,,,B,0,0,F,F
527984,"1092107736",5122,residential,Amritnagar,,B,20,0,F,F
527985,"1092107737",5122,residential,Amritnagar,,B,20,0,F,F
527989,"1092109930",5122,residential,Pimbahal,,B,0,0,F,F
527990,"1092110325",5122,residential,Samarpan Marg,,B,0,0,F,F
527991,"1092110376",5122,residential,mero galli,,B,0,0,F,F
527995,"1092115759",5154,path,,,B,0,0,F,F
528040,"1092266466",5122,residential,Naya Marg,,B,0,0,F,F
528041,"1092266467",5122,residential,Naya Marg,,B,0,0,F,F
528042,"1092266468",5122,residential,,,B,0,0,F,F
528043,"1092266469",5122,residential,Naya Marg,,B,0,0,F,F
528044,"1092266470",5122,residential,Naya Marg,,B,0,0,F,F
528045,"1092266471",5154,path,,,B,0,0,F,F
528051,"1092273702",5154,path,,,B,0,0,F,F
528052,"1092273703",5153,footway,,,B,0,0,F,F
528093,"1092329492",5141,service,,,B,0,0,F,F
528100,"1092341288",5122,residential,,,B,0,0,F,F
528101,"1092341289",5122,residential,Satya Sai Baba Marg,,B,0,0,F,F
528102,"1092342816",5141,service,,,B,0,0,F,F
528103,"1092342817",5141,service,,,B,0,0,F,F
528104,"1092342818",5122,residential,,,B,0,0,F,F
528117,"1092405487",5122,residential,,,B,0,0,F,F
528118,"1092405488",5122,residential,,,B,0,0,F,F
528119,"1092405489",5122,residential,,,B,0,0,F,F
528120,"1092405490",5141,service,,,B,0,0,F,F
528141,"1092518346",5141,service,,,B,0,0,F,F
528142,"1092518347",5141,service,,,B,0,0,F,F
528143,"1092518348",5141,service,,,B,0,0,F,F
528144,"1092518349",5141,service,,,B,0,0,F,F
528145,"1092518350",5122,residential,,,B,0,0,F,F
528146,"1092518351",5141,service,,,B,0,0,F,F
528147,"1092518352",5141,service,,,B,0,0,F,F
528148,"1092518353",5141,service,,,B,0,0,F,F
528149,"1092518354",5141,service,,,B,0,0,F,F
528150,"1092518355",5141,service,,,B,0,0,F,F
528151,"1092518356",5141,service,,,B,0,0,F,F
528152,"1092518357",5122,residential,,,B,0,0,F,F
528159,"1092549593",5141,service,,,B,0,0,F,F
528160,"1092549594",5141,service,,,B,0,0,F,F
528161,"1092549595",5141,service,,,B,0,0,F,F
528170,"1092559098",5154,path,Unique galli,,B,0,0,F,F
528206,"1092639195",5153,footway,,,B,0,0,F,F
528207,"1092639196",5153,footway,,,B,0,0,F,F
528208,"1092639197",5153,footway,,,B,0,0,F,F
528209,"1092639198",5153,footway,,,B,0,0,F,F
528218,"1092771421",5122,residential,Basukinagar Marga,,B,20,0,F,F
528219,"1092771422",5122,residential,,,B,0,0,F,F
528273,"1092902030",5115,tertiary,रानीबु गणेश मार्ग,,B,0,0,F,F
